,treatment,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,coworkers,supervisor,mental_vs_physical,obs_consequence
875,1,0,1,1,0,0,3,2,0,0,0,0
876,0,2,0,2,1,2,2,0,1,1,1,0
877,0,0,1,1,0,0,0,0,0,1,0,0
879,1,2,2,1,0,2,4,0,0,0,0,0
880,1,0,1,0,0,0,0,0,1,1,2,0
881,0,2,2,0,0,2,4,1,1,2,2,0
882,0,2,0,2,0,0,0,0,1,2,2,1
883,0,2,0,1,0,0,1,1,1,2,2,0
884,1,2,2,1,0,0,0,0,1,0,1,0
885,0,0,0,1,1,0,0,0,0,0,0,0
889,0,2,0,2,2,0,0,0,1,2,0,1
890,0,2,1,0,2,0,0,0,1,0,0,0
891,1,1,2,1,1,0,3,2,1,0,0,0
892,0,0,1,0,0,0,0,1,1,2,0,0
893,0,2,0,0,2,0,3,2,1,0,1,0
894,1,0,1,1,0,0,0,0,1,1,0,0
895,0,0,1,1,0,0,1,1,1,2,0,0
896,0,2,2,2,2,2,2,1,1,2,2,0
898,0,1,2,1,1,2,2,1,1,2,2,0
899,0,0,0,1,0,0,2,1,1,2,1,0
900,1,1,0,1,1,0,0,2,0,0,1,0
902,1,2,2,2,2,2,4,0,1,1,2,1
904,0,1,2,1,1,2,1,1,1,1,0,0
905,1,2,2,1,2,2,1,2,0,0,1,1
906,0,2,0,2,2,0,0,2,0,0,0,0
907,1,2,2,2,1,0,0,2,0,0,1,0
908,1,2,2,0,0,0,0,0,0,0,0,0
909,1,2,2,2,2,2,0,0,2,2,2,1
911,1,2,2,1,2,0,0,0,1,0,0,0
913,1,0,2,1,2,0,2,1,2,2,0,0
916,0,1,2,1,1,2,2,0,1,1,0,0
918,0,2,2,2,2,2,4,1,1,2,2,0
919,1,0,1,1,0,0,0,2,0,0,0,0
920,0,0,1,1,0,0,2,1,1,2,0,0
921,1,2,2,1,2,2,1,0,1,1,1,0
922,1,2,0,1,1,0,0,0,1,1,2,0
924,0,2,0,0,0,0,4,1,2,2,2,0
925,0,2,0,2,1,0,0,2,0,0,0,0
926,0,2,1,1,0,0,0,0,0,1,1,0
927,0,2,2,2,2,0,2,1,1,1,2,0
928,0,2,0,1,1,2,0,1,2,2,0,0
929,0,0,0,0,0,0,4,1,1,2,0,0
930,1,2,1,2,2,2,1,0,1,2,2,0
931,0,0,0,1,2,0,4,1,1,2,2,0
932,1,2,2,1,2,2,3,2,1,0,1,1
933,1,1,1,1,1,0,3,2,0,1,1,0
934,1,0,1,1,2,2,3,0,1,1,1,1
936,1,0,0,1,0,0,0,2,0,0,0,0
938,1,2,2,2,2,2,2,0,1,1,0,0
939,1,2,2,2,2,2,1,0,1,2,1,0
940,1,2,2,0,0,0,0,0,1,0,1,0
941,1,2,2,2,2,2,3,2,1,1,0,1
942,1,2,2,1,0,2,2,0,1,2,2,0
943,0,2,2,2,2,0,0,2,1,0,0,0
944,1,0,0,0,0,0,2,0,1,0,1,0
945,1,2,2,1,1,2,0,2,1,0,1,0
946,0,2,2,2,2,0,0,1,1,1,2,0
947,1,2,2,2,2,0,2,1,2,2,2,0
948,1,2,2,0,2,0,3,0,1,1,0,0
949,1,2,2,0,0,2,4,0,1,1,0,0
953,1,0,0,1,0,0,0,2,1,0,0,0
954,0,1,0,1,1,2,0,0,1,2,0,0
956,0,0,0,1,0,0,0,2,0,0,1,0
958,1,2,1,0,0,0,0,1,1,1,1,0
970,0,1,1,1,1,0,3,2,0,0,1,1
972,1,0,1,1,0,0,0,1,2,2,0,0
973,0,2,2,2,2,2,0,1,2,2,2,0
976,0,2,2,2,2,2,2,0,1,1,1,1
980,1,1,0,1,1,0,0,0,1,2,1,0
983,1,0,1,1,0,0,0,0,1,1,0,0
988,0,2,1,2,2,2,2,1,0,0,0,0
992,1,2,2,2,0,2,4,1,1,0,2,0
996,1,2,2,1,1,2,4,0,1,2,0,0
997,0,2,1,1,0,0,0,2,0,0,0,0
1000,1,2,2,1,0,2,2,1,2,2,0,0
1001,1,0,0,1,0,0,0,0,1,2,0,0
1002,1,2,2,1,1,2,4,1,2,2,0,0
1003,1,0,0,1,0,0,0,0,1,0,0,1
1006,1,2,2,1,2,2,4,1,2,2,0,0
1007,0,0,0,1,1,0,0,2,1,0,0,0
1008,1,1,2,1,1,2,2,1,1,2,2,0
1009,0,0,1,1,1,0,0,2,0,0,0,0
1010,0,2,2,2,2,2,0,0,0,2,0,0
1011,0,1,2,0,0,2,2,0,0,1,2,0
1012,0,2,2,1,0,0,1,2,1,1,1,1
1013,0,0,1,0,0,0,0,1,1,2,0,0
1014,0,2,1,2,2,2,0,2,1,1,2,0
1016,0,0,1,1,1,0,2,1,2,2,2,0
1017,1,2,2,2,2,0,0,2,1,1,1,1
1018,1,2,0,1,1,0,0,0,1,0,0,0
1019,0,0,0,1,1,0,2,2,1,1,0,1
1021,1,2,2,2,2,2,2,0,1,1,1,1
1022,0,2,2,2,2,0,2,1,2,2,2,0
1024,0,0,0,1,1,0,2,0,1,1,1,0
1025,1,0,0,1,0,0,0,0,1,1,0,0
1026,0,2,2,2,2,0,0,0,1,2,2,0
1027,0,0,1,1,1,0,0,1,1,2,0,0
1028,0,2,2,2,1,0,0,2,0,0,0,0
1029,0,2,1,2,0,0,0,0,1,2,0,0
1030,0,0,1,1,1,0,0,1,1,2,2,0
1031,1,0,1,0,0,2,0,1,2,2,2,0
1032,0,2,1,2,0,0,0,2,1,1,1,0
1033,1,1,0,1,1,1,3,2,0,0,1,1
1034,0,0,0,1,0,0,0,2,0,0,0,1
1037,0,0,0,0,0,2,0,2,1,0,1,0
1038,0,1,1,1,1,0,4,1,1,2,2,0
1039,0,1,0,1,1,0,0,1,0,0,0,0
1040,1,0,0,1,1,0,2,2,1,1,1,0
1041,0,2,0,0,2,2,0,1,1,2,2,0
1042,1,2,2,1,2,0,0,2,0,0,0,0
1043,1,2,2,1,1,2,0,0,1,0,0,0
1048,1,1,2,2,2,2,3,1,1,1,2,1
1050,1,2,2,1,1,0,0,1,1,2,1,1
1051,0,1,0,1,1,0,1,2,0,1,1,0
1053,0,0,1,0,0,0,4,1,1,1,0,0
1054,0,0,0,1,0,0,0,0,1,0,1,0
1055,1,2,2,1,0,2,4,1,1,2,2,0
1056,0,0,0,1,0,0,0,0,1,2,0,0
1057,0,0,0,1,1,1,4,0,1,2,2,0
1059,1,2,2,0,2,2,4,1,1,1,0,0
1060,1,2,0,1,1,0,2,1,1,2,0,0
1061,1,0,1,1,1,2,3,0,1,0,1,0
1062,0,0,0,1,1,2,1,1,0,0,0,0
1063,1,0,0,1,1,0,2,0,1,0,0,0
1066,0,2,1,0,0,0,2,0,0,1,0,0
1067,0,2,2,1,0,0,1,0,0,2,0,0
1068,0,2,2,2,2,2,0,0,1,2,0,0
1070,1,1,0,1,1,0,0,0,1,1,1,0
1071,0,2,1,1,2,0,0,0,0,0,0,0
1072,0,2,2,2,2,0,0,0,1,0,2,1
1073,0,0,0,1,1,0,0,1,1,2,0,0
1074,1,2,2,1,1,0,2,0,1,0,1,0
1075,1,2,2,2,2,2,0,2,0,0,1,1
1076,1,2,1,1,0,0,0,0,1,1,0,0
1077,1,2,2,2,2,2,3,0,2,1,1,1
1078,1,2,2,1,0,0,0,2,0,0,0,0
1080,1,1,2,1,1,2,4,0,2,2,1,0
1082,1,2,0,1,1,0,1,2,0,0,1,0
1087,0,2,1,2,2,0,0,2,1,0,1,0
1088,1,2,2,2,0,2,0,1,1,2,0,0
1089,1,2,2,0,0,0,0,0,1,1,2,0
1090,0,1,2,1,1,2,4,1,1,1,2,0
1091,0,2,2,1,0,0,2,0,1,1,1,0
1092,1,1,2,1,1,0,3,2,2,2,1,0
1093,1,2,2,2,0,2,0,2,0,0,2,0
1094,1,2,0,1,2,2,4,1,0,2,2,0
1095,1,1,2,1,1,1,3,1,0,0,1,1
1096,1,0,0,1,1,0,4,1,2,2,2,0
1097,1,2,1,2,0,0,1,0,1,1,0,1
1098,0,0,1,2,0,2,2,1,1,2,2,0
1099,0,0,0,1,0,0,0,1,2,1,2,0
1100,0,2,1,1,2,0,0,0,1,2,0,0
1101,0,0,1,1,1,0,0,0,1,0,0,0
1103,0,0,0,1,1,0,2,1,2,1,2,0
1104,0,2,0,1,1,0,0,2,1,0,0,0
1105,1,1,2,1,0,0,2,0,0,1,0,0
1108,1,2,2,0,0,0,0,2,0,0,0,0
1113,1,0,0,0,0,0,4,1,2,2,0,0
1114,0,2,1,0,0,0,2,0,1,1,0,0
1117,1,0,2,1,0,0,0,2,0,1,0,0
1118,1,2,2,2,2,2,2,2,0,2,0,0
1119,0,1,2,1,1,0,0,2,0,0,0,0
1123,1,0,0,0,0,0,0,1,1,1,0,0
1124,0,0,1,0,0,2,0,1,0,0,2,0
1126,1,0,1,0,0,0,0,1,1,1,0,0
1127,1,2,2,2,2,2,4,2,2,2,2,1
1129,0,2,0,1,1,2,2,0,0,0,1,0
1130,1,2,2,1,1,0,0,2,1,1,1,0
1132,1,2,2,1,1,2,2,0,1,0,0,0
1145,0,0,0,1,1,0,0,0,0,0,0,0
1148,1,2,2,1,2,0,2,2,0,1,0,0
1149,0,2,1,1,0,0,0,0,0,1,0,0
1150,1,2,2,2,2,2,1,0,1,1,0,1
1154,1,0,1,1,1,0,2,2,1,1,0,0
1158,1,1,2,1,1,0,0,1,0,0,0,0
1160,1,2,2,1,1,0,0,2,1,1,0,0
1163,1,0,0,1,0,0,2,0,1,1,0,0
1164,1,2,2,1,1,2,0,0,1,1,1,0
1165,0,2,0,2,0,0,0,0,2,2,0,0
1166,1,2,2,2,2,0,0,0,1,0,0,0
1169,1,2,2,1,0,0,0,0,1,0,1,0
1170,0,0,1,1,1,0,0,0,1,2,1,0
1171,0,2,0,2,2,0,0,2,0,0,0,0
1172,1,2,2,1,2,2,2,1,2,2,2,1
1175,0,0,0,1,1,0,1,1,1,2,0,1
1176,1,2,0,1,1,0,0,0,0,0,1,0
1177,0,1,0,1,0,0,0,1,1,2,1,1
1180,1,2,2,1,1,2,0,0,1,0,1,0
1181,1,2,2,2,2,2,0,0,1,0,1,1
1182,1,2,1,0,2,0,2,0,1,2,0,1
1183,1,1,0,1,1,2,0,0,1,1,2,0
1184,1,1,2,1,1,0,3,2,1,1,0,0
1185,0,0,1,0,0,0,0,1,1,2,2,0
1186,0,0,1,0,0,0,0,0,0,0,0,0
1187,1,2,0,1,1,0,0,0,1,1,0,0
1189,1,2,2,1,1,2,0,0,1,0,2,0
1190,1,2,2,1,2,2,0,0,1,1,0,0
1198,1,2,1,1,0,0,3,2,1,0,0,0
1201,1,2,0,1,1,0,2,2,1,0,1,1
1207,1,1,2,1,1,1,4,0,1,2,1,0
1214,1,2,2,1,1,2,0,0,1,0,0,0
1219,1,2,0,2,2,2,4,1,2,2,0,0
1220,1,0,0,1,1,0,0,0,1,0,1,0
1221,1,0,1,0,0,0,0,1,1,2,0,0
1228,1,0,2,1,1,0,2,2,1,1,0,0
1236,1,0,0,2,0,0,2,0,1,0,0,0
1238,1,2,2,2,2,2,2,2,1,2,1,1
1243,1,2,2,1,2,0,0,1,1,2,0,0
1246,0,2,1,0,2,0,2,1,0,1,0,0
1248,1,2,0,1,0,0,0,2,0,0,0,0
1249,1,2,2,0,1,2,4,1,2,2,2,0
1250,1,2,1,2,2,0,0,1,1,2,2,0
1252,1,2,2,2,1,2,0,2,1,0,1,0
1253,0,0,0,2,2,0,2,0,1,1,0,0
1255,1,2,2,1,1,2,1,1,1,2,2,0
1256,1,2,2,1,1,0,1,2,0,0,1,0
1257,0,1,2,1,1,0,0,2,0,0,1,0
1258,1,2,2,1,1,2,0,0,1,0,0,0
